DSN1	TAF9B
HEXIM2	GSTT4
STIL	CDC25C
ESPL1	E2F7
CRISP3	ORM2
NUP160	UTP3
RAC2	ARHGAP30
HGFAC	CFP
PPIG	SAE1
RASSF2	GAB3
ATP5F1B	MDH2
NFU1	MRPL40
COQ9	SAMM50
MGST3	UQCRQ
BRD4	CTR9
RPL7A	RSL1D1
DOK2	CD8A
RHOH	KLHL6
MTX2	ISCU
SNRNP40	PLRG1
NUP88	RBM12
CXCL13	CD3G
CAPG	S100A11
TNFSF13B	CSTB
SAFB2	MED8
ADGRE2	OSTF1
DCN	SFRP1
CCR2	RCSD1
GCDH	ECI1
GLO1	DDAH2
DIDO1	RBM14
FGR	GPSM3
TCERG1	RBM12
XPO1	KIF23
PCK2	HADH
ELAVL1	LSM4
CREBBP	SRSF7
POLR2E	U2SURP
ITGB7	TMC8
NOL11	CDK7
MAD2L1	PTTG1
CD37	TBC1D10C
PHF5A	PHF6
POLDIP3	SIN3A
MRPL51	MRPL13
DDX60	TAP2
ZCCHC8	DNAJC9
PRPF38B	SF3B3
MED29	WDR5
ANKRD44	GIMAP8
KIF18A	SPC25
CRNKL1	PRPF8
STRN4	DOT1L
COQ3	AFG1L
LTBP4	KANK2
FCGR1A	GAB3
UQCRB	NDUFB6
LCORL	HAUS3
SLAMF8	SIRPB2
ILK	FILIP1L
CAPRIN1	CKAP5
OIP5	KNTC1
HMCN1	COL5A2
SNW1	PRPF38B
LILRB2	TMC8
UBTF	TAF15
S1PR1	FAM162B
NDUFAF2	C16orf91
NDUFAF4	LETM1
EIF3J	UBA52
EIF3E	RPL36
TIMM8A	CHCHD4
GALNT7	GALNT5
RNGTT	CDC40
SERPINH1	SH3PXD2B
NDUFB10	MT-ND4
SNRNP70	PDS5A
ST14	MAPK13
ARID1A	DEK
NOL9	GMPS
ANKRD13D	GRK2
CST7	ITK
ITGAV	FHL3
RPS10	RPS3A
SLTM	SART1
WTAP	PRPF40A
NUB1	DDX60
SFSWAP	SUPT5H
SNU13	SF1
IKZF3	ZNF101
IFI35	PIK3AP1
MRPS7	RPUSD4
RRP9	TSR1
CD68	CCR1
LMNB1	NONO
FYB1	HLA-DPB1
PNPLA8	APOOL
NFATC2	INPP5D
NUDT1	POLD2
MPHOSPH10	FAM207A
IRF4	PLCB2
HNRNPC	DDX5
BOD1L1	PNN
WDR78	NEK5
LIMD2	SH2D1A
MRPS12	RPUSD4
TLR2	CCR1
GLG1	SLC35B2
MCM3	PPP1R10
DLAT	NFS1
AZGP1	APOD
THRAP3	PPM1G
USP36	UTP14A
CHAF1A	ESCO2
APBB1IP	CASS4
LAG3	TAP1
ESF1	BMS1
HNRNPR	MED16
UBTF	GPATCH8
HSPG2	SNED1
CALD1	ITGA11
COX4I1	UQCR10
NOL11	RPS3
PFKL	DIP2A
EIF3H	RPL29
SASH3	CRLF3
ARHGAP4	INPP5D
FUS	NUDT21
CD4	LCP1
RPLP2	RPL35A
HMGCL	PARS2
YTHDC1	EIF4A3
AGT	LRG1
ARHGDIB	ARPC1B
BRD8	FEN1
EIF3M	RPS3
DDX50	BMS1
ADAMTS2	P4HA3
GAR1	EIF5B
VPS35	AP1G1
IMMT	PNPT1
MED1	WTAP
NDUFS1	NDUFS3
HS2ST1	MAN1B1
CD19	GIMAP7
L2HGDH	UQCRQ
NCF4	VASP
NUP210	PIGK
NLE1	MPHOSPH10
CPN2	LCAT
PPP1R18	CGAS
LRRFIP1	TANK
CD99L2	TLN2
ALOX5	ARHGAP15
POLD1	RBBP7
SCIMP	LILRB4
LRFN3	SCAF1
HRG	APOF
VAV1	ITGB2
PLAC9	ITGA1
SMC4	EHMT2
SNRPB2	HNRNPDL
PRMT1	RAN
MAP4	SYNPO
COG6	COG5
SKAP2	GBP5
MT1E	MT1F
ZC3H14	PRPF19
WDR75	CMSS1
NUDCD1	BMS1
IDH3B	TMEM70
EFTUD2	SON
TIPIN	SNRNP200
RBM25	TBL1XR1
CCNA2	CENPU
PHIP	EHMT2
ITGA7	TAGLN
FDX1	LACTB2
PPP2R5E	BAG5
C6	CNDP1
HADHB	TUFM
BCLAF1	RBM39
RBBP9	PGLS
ZNF836	ZNF564
STAP1	TBX21
GOT2	VDAC2
ZMAT2	UBA52
SIGLEC8	SCIMP
CRYZ	ECI1
ERICH3	C1orf194
DBF4	CSE1L
MRPL18	MRPS11
MPO	RAB31
THOC2	SNRPD2
PCNA	SF3B3
POLR2B	NOL9
MRPL2	MRPL39
OGDH	MICOS13
LRRC59	RPL12
PTBP1	HNRNPK
SIRT3	APOOL
ZAP70	CYTIP
PLAU	COL5A1
RPP30	NUDT21
DKC1	UTP23
COL16A1	FBN1
PRPF3	RBM25
KLHL6	THEMIS
COL17A1	SERPINB5
NSUN2	EBNA1BP2
UTP4	UTP14A
TRIP13	PTTG1
ARGLU1	ING1
CENPM	PRIM1
COL1A1	MAP1B
CSE1L	CDK1
CDK12	TOP1
THOC1	DNMT1
COPZ1	SEC31A
WDR70	RCC2
ACOT13	NDUFB10
TRIM21	RTP4
XRCC5	FIP1L1
MRPL2	MRPS2
PPM1G	HNRNPH1
BIRC5	KIF15
UGGT1	USO1
INTS3	API5
SMARCB1	NUP35
BUB1B	ATAD5
PDS5B	RBM26
PTPRC	GAPT
HSPA5	PPIB
LOX	SERPINF1
SRSF4	RNPS1
PNN	DDX39B
GLT8D2	ANTXR2
MAPK1	PEA15
PPHLN1	WDR33
RBM39	SRSF10
TUFM	TMEM186
RALY	ANP32B
PFKL	TRAPPC9
HNRNPM	PRPF4B
MRPL17	MRPS6
MRPL22	SLIRP
GPR84	CLEC7A
BRIP1	RMI2
DGKA	CD3E
CWC22	MORF4L1
RANBP3	HNRNPL
SNRPC	SMARCC2
POSTN	C1QA
NRDE2	PPP4R2
TM9SF4	STT3B
SEC63	RPN1
FASTKD2	TOMM5
RASGRP2	FCN3
CD27	CD3G
NDUFB4	MT-ND6
SNW1	SMARCC2
TRAF3IP3	SLA
DERA	NAPA
NELFA	SCAF8
IDH3B	IMMT
RPLP1	EEF2
FIGNL1	EXO1
SMC2	GMPS
MFAP1	ZMAT2
CLPB	PHB2
PPP1R8	GMPS
BTF3	RPL27A
COX4I1	SLC25A46
NDUFS8	COX5B
NCKAP1	PTGFRN
MRPS33	COX7C
ZMYND8	RCC2
DNTTIP2	NUP93
TNFSF13B	CLEC7A
CDH11	THBS2
CLEC4A	LRRC8C
DIDO1	SRSF1
ZNF16	TRMT12
KIF20A	ATAD5
KHDC4	ALYREF
LCK	CD247
UBE2L6	HLA-DPA1
PUM3	WDR46
GPLD1	LCAT
MST1	CFD
SPCS1	SPCS3
SPTB	CREB3L4
SARM1	ZNF500
ARHGAP4	RGS19
LPXN	TNFAIP2
THOC1	TRIM33
SDHA	NDUFB10
TMC8	PIK3R6
MAP4K1	PSMB9
RAE1	SF3A2
GZMA	KLHL6
WBP11	LEO1
MRPS18A	METTL17
UTP18	NOL10
WDR33	RNPS1
THOC7	CSTF3
MTARC2	RGN
CRAMP1	EP300
CD300LF	LILRB4
NOP58	RPP30
NOP2	GNL2
WDR70	PAIP1
UTP20	DDX27
LILRB2	SIGLEC7
PSMC2	CCT2
FAM78A	KCNA3
CSTF1	CPSF7
SON	CTR9
MRPS27	AURKAIP1
SNTB1	DAG1
CISD1	BOLA3
WDR70	BRD4
SLC12A3	ITK
PHF6	HCFC1
DNTTIP2	RRP7A
CKAP2	CDC25C
NCAPD2	RRM2
PTBP1	NONO
ANP32B	PPP1R10
SKIL	PHC3
RBM22	SAP30BP
ATP5F1E	TMEM126A
CNN1	PPP1R14A
SERPING1	OAF
NUP153	SNRPB2
WAPL	HNRNPL
SH2D2A	NLRC4
ACAP1	GRAP2
CD84	CYTIP
ACSM3	SUOX
ARCN1	TM9SF2
ISCU	BOLA3
ANK1	MYLPF
PIK3R5	CCR1
RAMP2	S1PR1
ATP6V1F	ATP6V0D1
SMARCC2	RBM10
PBK	ATAD5
CHADL	GSTT4
PRRC1	GOLGA2
CALU	TPM4
SRSF11	SAFB
MAP4K1	S1PR4
C1orf112	CDC25C
SON	RBBP4
HELLS	GINS4
TBRG4	MRPL15
FANCI	KPNA2
EIF3D	NIP7
PHF5A	WDR33
NDUFAB1	COX6B1
GATAD2B	MTA2
EXOSC6	BOP1
ST13	MPST
SNRPD2	AATF
NCF2	FCAR
TM9SF2	YIF1A
SGO1	KIF11
ARHGAP15	RNASE6
ING5	DUSP28
MLYCD	CCDC90B
LTBP2	FMNL3
PLXDC2	COL14A1
RFC3	SLBP
RPL27A	NPM1
ANP32E	PARP1
RFC5	NONO
CNDP1	APOM
CHERP	EXOSC10
THEMIS	CD3E
PDHX	TOMM70
NFATC2	MAP4K1
GLT8D2	RCN3
CORO1A	HLA-DPB1
MDN1	CWC22
SMARCE1	NONO
PRR7	FAM174C
TOR1AIP1	LEMD2
AQR	TAF4
HTRA1	GREM1
NDUFA8	ATP5ME
PTGES3	CACYBP
RASAL3	FMNL1
SNRPD3	PRPF19
TRIM28	PPP4R2
BUD31	GPATCH8
MXRA8	PRKG1
CDKN3	CENPE
ARHGAP4	MAP4K1
AEBP1	TGFBI
TMEM143	PRDX3
NCF4	TAGAP
MRPL18	MRPL50
SRSF3	CWC27
CD33	MRC1
UTP23	BOP1
ICAM3	MYO1F
PDHX	SUCLA2
WDR18	RBM12
CNOT3	ZC3H4
LILRB1	NFAM1
NFKBIB	UBXN1
ST6GALNAC1	FAM83E
IDH3G	OXSM
PSMA6	PSMA5
NDUFA8	NDUFA12
MAMDC2	COL18A1
NDUFC1	NDUFA9
F12	FGA
HNRNPC	NUP153
LTV1	NOLC1
ACOX3	GAK
CD6	FMNL1
CBX3	SSB
NCAPG2	FANCB
COMP	C1QB
SLC16A3	ELANE
ACTG2	SYNPO2
VRK1	SMARCA4
LBP	STOM
RPS13	RPLP2
ITGAL	PTPN22
YBX1	RPL15
FMOD	SERPINF1
ELAVL1	HNRNPK
CENPI	SHCBP1
C7	FGB
TPR	FIP1L1
RASAL3	PYHIN1
SUDS3	CGGBP1
CCAR1	STAG1
CLEC11A	ADAMTS12
UBE2D3	C11orf58
SKAP2	VASP
NDUFB7	NDUFB6
CISD1	NFU1
FSTL1	PDGFD
ARHGAP9	TRAT1
FANCD2	CCNE2
DDX17	TRIM24
OSCP1	RSPH1
ADCK1	ISCA2
SEC23B	GMPPA
POLDIP3	TCEA1
EDNRA	COL5A2
ELMO3	SSH3
CHEK1	KIF15
C1QC	CCDC88B
WAS	PLA2G2D
GP1BB	HBD
POLR2J	UBE2M
CCNK	POLR2G
AIMP1	UBA52
LOX	BMP1
EIF4G1	RPL27A
UBASH3A	CCL19
SRSF1	EIF4A3
MCCC1	HIBCH
PRSS23	C1S
NDC80	KIF2C
FERMT2	SH3D19
VRK1	TYMS
PLCB2	MS4A1
CD6	PYHIN1
ISCU	NFU1
SNRPG	CLP1
CCAR1	SF3B1
KCNE4	PLXDC1
NIPBL	CTR9
TECR	YIPF5
ATP5PB	SDHD
LAS1L	NOL8
LILRB1	CD27
GBP6	SERPINB13
FAM216B	CFAP77
SEC24A	IRF4
FHL5	MSRB3
MRPS25	MRPS6
SUPT6H	CNOT10
MRPL3	MRPL1
PIP4K2A	KLHL6
NSDHL	DHCR7
PES1	NAA10
EXOSC9	SNRPD1
AKAP12	SPON1
SAMHD1	WIPF1
COL12A1	RCN3
NCF2	SRGN
PIBF1	CCDC61
RPAP3	CNOT3
RBM6	TCERG1
EZH2	CEP55
AZGP1	BPGM
RPN2	FKBP11
CHERP	PRPF38B
NUP133	NUP153
P3H3	COL12A1
DNTTIP2	PRRC2A
MTX2	TUFM
HDAC1	MED8
QPCT	MNDA
LUC7L3	SYMPK
DOCK11	IKZF1
LPXN	EVI2B
SPI1	LY86
MRPS15	MRPS6
RAE1	CPSF6
TPM1	CSRP1
TRAF3IP3	PLCB2
BGN	FHL3
PMPCB	ATPAF1
RASAL3	SAMSN1
ANKRD44	ARHGAP30
TTK	ESCO2
ACOT8	PEX11B
IGFLR1	UBASH3A
EMG1	PUF60
ASF1A	RNF220
MTFR2	RAD54B
XRCC1	DHX16
ORC3	XRCC6
IK	TRRAP
PRDX5	HSD17B8
ADCK1	NUBPL
