TMEM106B	PTTG1IP
SPEN	YEATS4
PALLD	BGN
FLI1	NLRC3
STK4	ARHGDIB
CDK6	CDKN2C
NAA15	CTPS1
PDE3A	GXYLT2
NDUFV3	PIGP
UQCRC1	PARS2
POLA2	FOXM1
NCAPD2	RRM1
GAR1	RPS7
AQR	HNRNPK
ACADM	ACAA2
TRAF3IP3	TESPA1
RRM2	KNTC1
RFX5	HLA-DPA1
SF3B2	POLR2D
KPNA6	UBR4
POGZ	CCDC12
POLA1	NCAPD3
LOXL1	COL6A2
MCM10	CCNB2
ARHGAP30	TRPV2
PRPF6	CRNKL1
MFAP1	SAP30BP
MTREX	U2SURP
CD2	CASP1
DOCK11	TBC1D2B
CD86	ICOS
COBLL1	ADH5
COQ5	MTX1
CCDC86	PDCD11
BCAS1	FAM3D
DNAJC2	LTV1
ATAD2	HMGB2
SLC25A3	TIMM23
IGFLR1	GAB3
PCDHB2	PCDHB9
HADHA	ACO2
PHF14	U2SURP
MCM5	CCNB1
DEF6	FGD3
MRPS35	MRPS24
CHD4	PCF11
PSME1	IRF9
BUB3	RFC4
RCOR1	VIRMA
MLYCD	DECR1
VPS13C	SNX6
EIF3E	NAA50
NABP2	INTS7
SNRPG	DHX16
PPIF	HSPA9
RPL26L1	MRPL36
COL7A1	SPON2
ASPN	THBS3
BMS1	IMP3
NCAPG	DSCC1
ZMYND10	SAXO2
DIPK2B	CLDN5
NUBPL	TXNRD2
COG1	ALG11
CAV1	MMRN2
TGFB1I1	FLNA
SYN1	GNAO1
ACTR3	S100A10
CDH11	PODN
DNTTIP2	RPL27A
ENY2	PRRC2A
POLR2K	EHMT1
SDHB	ECHS1
TYROBP	TNFRSF1B
BCAS2	PRPF40A
DPYSL3	SGCD
GINS2	CDCA8
UBASH3A	PIK3R6
LYPLAL1	CYB5R1
MCAT	MRPL37
RPS11	RPS14
CD3G	RCSD1
RIN3	CD37
TRIP13	BLM
PFDN4	PRELID3B
ACIN1	ARL6IP4
RALBP1	MAP7
KHSRP	PCF11
NCAPD2	AURKB
FNDC3A	CLN5
DSC2	TUFT1
SEMA3G	ACVRL1
ITIH1	FGB
PDPR	MECR
RPS13	EEF1A1
AEBP1	COL5A1
CDK2	MELK
CEP85	CCNE2
POP4	RPP40
ZAP70	GIMAP4
PLA2G2A	SERPINA3
LRRC59	ARFGAP3
RAB10	RAB18
MYOZ1	KANK2
WDR76	MELK
ACTG2	C11orf96
LAPTM5	IFI30
PRPF3	PNISR
VPS11	VPS39
SPCS3	PDIA3
FANCI	HAUS1
PARP1	CWC27
ILK	PPP1R14A
SLAMF1	FCRL3
IMMT	SIRT3
EXOC5	VPS53
STMN1	MKI67
SRRT	DIDO1
SF3A1	DDX46
VIM	FSTL1
KNL1	WDHD1
UPF1	HNRNPU
PPM1G	BCAS2
FBXL20	PLEKHM3
CENPI	KIF20A
MSN	PLEC
AGAP2	CCDC88B
NCAPG	KNSTRN
MDC1	RBM14
PROC	ITIH3
FDFT1	SREBF2
NR2C2	JRK
ZNF773	ZNF134
ISCU	COX14
TTF2	ATAD5
STOML2	MRPL23
CYBA	IL16
AQR	NONO
EIF3D	EIF2S3
NPM3	RAN
HBZ	RNF123
ITK	IL7R
RFWD3	BUB1
FCGR2B	MRC1
TIMP1	THBS2
RRP12	NKRF
UBAC1	EPB42
B9D1	BRD3OS
NOM1	TBL3
NAT10	NOC4L
FMNL3	COL5A2
WAS	ADA
NOL9	DDX10
IMMT	ATP5F1A
RPN2	SSR4
SRSF7	RAD21
ATP5MPL	UQCRQ
LMNB1	HNRNPA0
NCAPH	DNA2
EFTUD2	HNRNPH1
RBM42	SF3A3
KIF4A	TUBB
KLHL6	C16orf54
CDC5L	SRSF10
SH2D2A	LCK
ERI1	TNFRSF10A
LY86	MILR1
RPS6	RPL4
SAP130	EP400
PARVG	S100A4
PHB	XPNPEP3
PLD4	IKZF1
SFPQ	CWC27
CCAR1	PPIL2
BTK	PPP6R1
MCM5	CTDSPL2
NLGN2	SYNGAP1
MRPS35	MTERF3
TIMELESS	CENPO
MED1	PSME3
MCAT	TEFM
PIMREG	CDT1
GTPBP4	WDR12
HSD17B10	DLST
CCNB2	PLK1
FAM78A	LILRA2
SNRNP200	RBMX
MMP8	MCEMP1
POLR1B	U2SURP
RPS16	RPSA
RGS10	APOBR
PRPF31	CBX3
C1orf35	CWC15
DOK3	RGS14
MRPS23	MRPL53
STIL	CENPE
SIT1	CXCR6
RFC1	TPX2
PRR11	CENPI
CCDC80	SRPX2
C9orf78	GATAD2B
COX5B	SUCLG1
CD8A	RHOH
NCAPD2	MKI67
UCHL5	FDPS
TNFAIP8L2	ARHGAP25
FAM162A	ATP5F1C
COLEC12	FGA
CD248	CHSY3
CORO1A	ARHGEF6
MLPH	ERN2
SF3B1	MDC1
PRPF4B	HDAC2
FBXO4	PDCD6
SLTM	HMGN1
RFC4	ATAD5
KPNB1	CENPO
TCL1A	LCK
FAM78A	PTAFR
PRPF3	NCBP1
ANXA3	MGAM
KIF2C	CIP2A
LTBP2	TGFBI
PRDX4	SDF2L1
FNDC3B	ADAM17
C1QC	CD300A
SNRPA	TRA2B
STK4	PTPRCAP
TRA2B	RAD21
TRIM28	HMGB1
NDUFS6	NDUFB9
PRPF4	PPIG
CUTC	ABRAXAS2
DTL	DSN1
PDIA6	HYOU1
TACO1	SUCLG1
DDX56	NOM1
PHOSPHO1	GPSM3
SNRPA1	XRCC6
FAM214A	IKZF5
RBBP6	PUM1
EIF3E	RPS23
ANGPT2	ADM
MROH1	FAM83H
FGB	CD177
CCR2	GPSM3
BRIP1	CDT1
FAM210B	NDUFB11
EIF4A3	U2SURP
RANBP1	PHF5A
ARAP3	NOTCH4
SEC23IP	FAM160B1
COL16A1	ISLR
C3	PROS1
RAD51	CENPH
PMPCA	C16orf91
KIF20A	KIF23
PROC	CFHR5
SAP130	PSIP1
GFM1	MRPL46
SLC9A3R2	TBC1D17
LUM	C1QC
PRRC2C	IRF2BP2
MX1	ADAR
DHX9	CPSF7
GALE	ALDH9A1
TTC26	MNS1
SMU1	DNAJC9
ALDH4A1	FAHD1
DTX3L	TAPBP
U2SURP	PRRC2A
PABPC4	TTC4
RASAL3	PIK3CD
REXO1	FBXO46
EIF4B	BTF3
CLINT1	PYM1
STMN1	NASP
ENG	PARVA
FUNDC1	VDAC3
TARS1	PAIP1
TLR8	FOLR2
SRSF3	SNRPA1
TMEM165	ADAM9
KRTCAP2	ELMOD2
MMAA	AIFM1
HCFC1	WDR5
MSH2	LRWD1
AKR1A1	GCHFR
SNW1	PRPF3
TEK	ERG
ACP5	CHIT1
EEF2	RPS29
FKBP3	AHSA1
LRP1	THBS3
HUWE1	BRD4
CD6	PIK3CD
VTN	HTRA1
IFT22	TCTEX1D2
PDS5B	PCIF1
CNOT3	PRMT1
RPLP1	RPL10
DDX20	NOL10
SPEF1	CFAP57
MTG2	MRPL11
DLL4	MMRN2
RPL19	RPL23A
MED28	NUP54
SKAP2	FGD2
ATN1	ZNF827
RPL13	RPS7
CTSB	GLB1
DNAJC8	SAFB
PDK2	SUOX
RANBP1	ATF7IP
GTPBP4	RRS1
DPYSL2	RSU1
CS	PDHA1
SDHA	ATP5PD
RRP9	RRP7A
MTREX	NPM1
TM9SF2	ZDHHC13
TIMP1	CLU
SPACA9	CROCC2
RBM39	SART1
POLD3	MCM4
RETN	RNF144A
KRT7	KRT8
ACIN1	SSRP1
C1QA	CSF1R
FBXO5	ATAD2
IWS1	RBM14
CD48	BTLA
NOP14	POP1
COX4I1	UQCRH
ARPC3	ARPC5
RRAS	PPP1R14A
XRCC5	CDC5L
TGFB1I1	ITGA9
TXLNA	TRIP4
SF3A1	PHF14
BAZ1B	XAB2
FUT6	FUT3
CD274	PDCD1LG2
PIP4K2A	PLEKHO2
THEMIS2	SIRPB2
SRRT	FRG1
SYF2	PRCC
U2AF2	SRSF3
HNRNPUL1	SRRM1
ZNRF1	GSTT4
PTBP1	HNRNPA0
UNC13D	PLEK
SMNDC1	REPIN1
CHGA	SH3GL2
RPL10	RPL38
SRSF9	RBM8A
COPB1	TMED10
SAMM50	APOO
NCAPD2	NASP
TNIP3	MYO1G
TRIM28	BUB3
KDM1A	SNRPD3
PDCD11	NUP205
COPA	SND1
CCAR1	DEK
CALU	SEC24D
POLQ	GINS1
ARHGAP15	OSTF1
CCN2	CCN1
EMG1	GNL2
OXA1L	CYC1
SNRPA1	NELFA
MAGT1	SEC61B
SNRNP27	SNRPD1
SMARCA4	CWC22
DNAJB4	SNCG
CPSF1	PHF5A
TNFAIP8	ITGB2
PDK2	NDUFA4
PROSER3	SOX12
POU2F2	AKNA
AGT	FGB
CHCHD3	PHB
ARHGAP25	TIFAB
FUS	HDAC1
SNRNP70	TBL1XR1
BTK	SAMHD1
RPL3	RPL11
PUS7	IMP3
NUP37	GLE1
BLOC1S6	BLOC1S2
SERBP1	RBM10
TPX2	KIF15
CDT1	POLE
GTF3C4	CTR9
DHX9	HNRNPA0
LTBP1	FHL2
LY6E	ISG15
ORC6	FANCB
CASC1	DRC1
KRT5	ANXA8
TST	IBA57
DOCK2	LYN
FIP1L1	RPRD2
XPOT	IARS1
PNPT1	NFS1
COX6C	NDUFA12
SMARCE1	HNRNPA0
ITGA7	CFL2
CSK	SEPTIN1
MTPAP	MRPS6
NCF2	ITGB2
PDK2	ALDH5A1
WDR75	PNO1
WDFY4	MYO1F
HNRNPC	NUDT21
SF3B2	TCEA1
CPSF1	HDAC2
GPLD1	HABP2
CRAMP1	AHDC1
DECR1	FAM185A
LY9	PRF1
NOP56	NUP98
POU2AF1	RHOH
SMC1A	ILKAP
TM9SF2	YIPF3
SART1	EWSR1
TNS1	MFAP5
UNC13D	GMFG
ZCCHC8	RBM22
AQR	RNGTT
CHD4	PRPF8
TBXAS1	SIRPB2
ZNF235	ZNF701
DEF6	AIM2
FERMT3	PIK3CD
EIF2A	EIF3M
QRSL1	ISCU
DOK2	SYK
KIF2C	CKAP2L
ASPN	FBLN5
S1PR4	CFP
PTCD3	MRPL13
SF3B4	MTA2
MED15	BRD1
MRPL24	MRPS6
EZH2	BUB1
PLAUR	CLEC5A
LTBP1	CXCL12
POLDIP2	TIMM13
CXorf56	CACTIN
WDR70	NONO
PRPF6	LSM4
SRRM2	RBM10
PRRC2C	MED6
NDUFAB1	MRPS23
EPHX2	ALDH9A1
COL6A2	NEXN
RPL24	SERBP1
GMIP	ADCY7
LRRC8C	TLR7
GINS1	RMI2
CENPI	PCLAF
PIK3R5	PLEKHO2
FBL	RPP30
ACTN1	ITGA5
NDC80	XRCC2
CDC20	KIF18A
UFL1	SNX9
TPR	TCOF1
PRR14	LMNA
TACC3	LIG1
DHX8	C1orf35
ZCCHC8	HNRNPC
ELAVL1	DDX5
IRF1	TNFSF14
SAP18	GATAD2A
PKMYT1	PIMREG
SRPX	COL3A1
SMC1A	MSH6
DENND3	C5AR1
CXCR2	AC099489.1
RTN1	PIP4K2A
ADGRA2	EFEMP2
SRSF3	SFPQ
RRP9	NOL6
MTO1	NDUFAF1
RTF1	BUB3
HLA-DPB1	TAPBP
PTPN6	SPN
XRCC1	SRSF10
BCS1L	ACSF3
SRRT	NELFB
NEK11	OSCP1
ASH2L	SMARCC2
EIF4G1	RPL10A
RPL3	RPL36
SCAF1	HNRNPDL
MRPL3	MTIF3
FCGR2B	HCK
CR2	CD19
DIDO1	HNRNPUL1
DOK2	PSMB9
C4BPB	PPBP
SMCHD1	PTPN2
DIMT1	PDCD11
BZW1	RPL11
CXCL2	DUSP1
MCM2	MCM3
FGR	RNASE3
CCDC86	NGDN
OASL	STAT2
SSPN	SGCE
MOXD1	PTK7
CISD1	TUFM
EIF3I	RPS26
HNRNPM	ARGLU1
DBF4	SPC24
NDC80	CENPF
SLTM	HNRNPDL
PGLYRP2	INHBC
RAD21	NUDT21
MS4A6A	SLAMF6
DHX57	UTP15
HEBP2	BPNT1
ACIN1	GATAD2B
CENPA	RACGAP1
EZH2	UHRF1
DLST	AK4
GCSH	SPG7
ERLEC1	SEL1L
PARP4	RPS6KA1
NUP88	NXF1
MICOS13	MTX3
NUCB1	LRPAP1
TOP2A	ARHGAP11A
HNRNPR	RPRD2
THEM6	C6orf47
NIP7	NKRF
TPR	CDC5L
KIF20B	PRC1
SMC1A	SETDB1
SF3A3	NELFE
NCOA5	ARGLU1
PES1	RPL12
WDFY4	HLA-DOA
TCERG1	NXF1
IFIH1	TAP1
SP110	TAP1
UTP6	EMG1
FBL	MPHOSPH10
DNMT1	KIF18B
DNMT3A	ZMYM2
NADK	CARD16
DES	SYNM
PSMB2	PSMB8
BCL2L13	PTGES2
F9	F10
PKD1	UBE2O
ALOX5AP	FMNL1
UTP15	PUS1
UQCRC1	SPG7
ECD	JMJD1C
STK10	PLCB2
BPI	LCN2
TRIM21	APOBEC3G
YEATS4	GATAD2B
THOC5	SF3A2
SAMM50	ATP5F1C
HEATR1	CLP1
PCNP	KIAA1586
SLC25A13	TOMM5
IARS2	HIBCH
SRSF11	RBMX
ELAVL1	HNRNPA0
GATAD2B	ZNF609
ITGB6	LAMB3
WDR24	SH2B1
COQ6	PDHB
ARAF	UBA1
BCAR1	MIDN
RPLP0	RPS19
FBXO5	RDM1
WARS1	TAP2
SF3A2	WDR82
ARPC1B	DAB2
NEK11	C4orf47
CDK9	UTP15
KCTD12	C5AR1
MPRIP	C11orf96
SCIMP	EVI2B
ALG5	CISD2
TCOF1	RBM22
BTK	MFNG
CD72	ZC3H12D
NR4A1	CCN1
NCBP3	PRPF3
SAP18	CSTF3
DOCK2	TOR4A
NCAPH	TYMS
MED14	SF3B3
MRPL2	MRPL48
FETUB	SERPINA7
PDIA6	RPL12
CDC5L	DHX9
LAPTM5	LST1
NOL10	DDX56
ATP5F1D	DNAJA3
KDM1A	AURKB
LY6D	SPRR1A
TBC1D8B	FAM114A1
ISCA2	PPTC7
GNL2	MAK16
P3H1	CKAP4
LTBP1	MICALL2
LPXN	CXCL9
HDLBP	GALNT1
TM9SF2	COG7
ABCD3	TMX2
KIF4A	RRM1
DNAJA3	NDUFS8
RRM1	ZWILCH
INHBA	THBS2
TOX4	PUM1
FCN3	C8G
RBM17	DDX21
CLEC14A	CDH5
PYURF	COA6
TST	ALDH7A1
COX4I1	PYURF
CPB2	SERPINF1
EPB41	AHSP
C12orf65	UQCC2
MGP	COL1A2
BCKDHB	HADHB
MT-ND3	MT-ND4
SUPT16H	DEK
SUOX	STARD10
NCLN	TMED9
PQBP1	SRSF3
PSMD9	PSMA5
ARHGEF6	IFI16
H1-3	H1-2
MSH6	GINS2
CYTIP	DPEP2
OCIAD1	CYC1
CYBA	TNFAIP2
PTPRC	RHOG
POLR2C	FIP1L1
UBR5	TMPO
SLC25A11	ACADSB
RASAL3	DOCK11
HNRNPUL1	PRR12
HSD17B12	TMEM120A
ECI1	TXNRD2
ZNF227	ZNF134
SUGP1	SF3B1
RBCK1	STAT2
WAS	MILR1
MT1G	MT1M
ALOX5AP	SAMSN1
DIMT1	GTPBP4
PMPCB	MRPL39
KIAA1328	PJVK
XPO1	CAD
EIF2A	RPL8
OLFML3	FRZB
ATP5PB	OPA3
NDUFAB1	ATP5PD
PTGS2	CRISPLD2
PPP1R12B	NEGR1
MAMDC2	VWA1
SNRPD2	DDX42
ITGAV	PDLIM3
DOCK8	CD27
PSMA1	PSMD1
EMILIN1	SSC5D
POLR2E	DHX9
AAMP	CCT8
FANCB	CDCA2
TPGS1	ZNF837
NASP	RNF20
POLD1	MCM5
AMPD3	CD300A
SUPT6H	NSL1
SLAMF1	PIK3CD
DECR1	SURF1
ELMO1	PLEKHO2
RBM28	DDX27
CALD1	NNMT
CDC5L	DSN1
BZW2	POLR1E
FYB1	CD3D
SEC24D	PPIC
IRF4	SOWAHD
BCAS2	RPA2
GIMAP2	CLEC4A
CHERP	PRPF3
KIF4A	AURKB
SLC25A5	FAM210B
PMPCB	MRPS2
YIPF5	ELMOD2
DTL	MIS18A
SHBG	ITIH2
SF3B2	SRSF1
POP1	RPS25
SRFBP1	GNL3
MYO1G	PCED1B
PKN1	LIMD2
ZC3H13	DDX47
MRPS14	MRPL47
DUS4L	ZNF12
SERBP1	NACA
SMC1A	CDKN2AIP
SLC38A7	SLC35F6
RPLP0	RPL24
RETN	ADGRE3
YIPF5	KRTCAP2
LBP	C8G
SLAMF6	SELL
HSPB7	TPM2
IGFALS	SHBG
INCENP	SKA1
SYNCRIP	EEF1A1
MRPS7	MTX1
SRSF9	SNRPC
SEC61B	STT3A
TCN1	LCN2
MRPL24	TFB2M
CD300LF	C19orf38
PPIG	SON
LTBP1	LTBP4
AKNA	PSTPIP1
MRPS34	TIMM50
SMC2	KIF2C
SDF2L1	UGGT1
TOMM5	RCC1L
ABRAXAS2	NHLRC2
FAM98B	NELFE
RRP12	NIP7
CSTF2	PPP1R10
SMC1A	PHIP
RRM2	KIF18B
SNRPA1	MED8
CCNK	PRPF19
TUT7	ZFAND5
WDR63	NEK10
MRPL47	YME1L1
RBBP6	THOC7
EXOSC1	LSM2
LAMA4	EMILIN1
TACC3	BIRC5
POLQ	CEP55
UTP20	NOL8
GBP2	CXCL10
PLOD1	COLGALT1
SAE1	BUB1B
SNRPA	SAFB
MTCH2	COX20
ACIN1	SLU7
ENSA	BPNT1
FBLN2	DACT1
SNRPB2	SRRM2
CD4	PIK3R6
CENPH	CENPN
FYB1	PLCG2
RNF20	NELFA
MMP8	S100A8
ZNF227	ZSCAN26
LUM	DACT1
PAPOLA	DICER1
ARHGEF39	CCNA2
CYBA	SERPINB10
RECQL4	CDT1
NOA1	MTRF1
PRPF4	GABPA
CD4	PLEK
MRPS31	MRPL32
GPSM3	PIK3R6
APOL1	HP
BUD31	ZNF740
MT-ND5	MT-ND4
CELF2	SH2D1A
IRF8	TNFAIP8L2
C9	PROZ
COL4A2	ESAM
UTP25	ABT1
EMG1	UTP4
EXOSC8	SNRPD2
NCKAP1L	CD163
CDA	UPP1
BST2	RSAD2
KIF4A	MKI67
U2AF2	THOC1
MRPS10	MRPL45
TFB1M	MRPL35
MRPL43	MRM3
NCBP1	GTF3C5
MSH2	PCNA
CMSS1	DDX52
RPL11	RPL7
RFC3	SSRP1
THOC1	SF3B2
MRPS31	MRPS27
DDX27	DDX21
DHX15	HNRNPU
MAPK9	ATOX1
MRPL1	PDF
RBBP7	RBM25
BYSL	SURF6
SLC25A3	APOO
USHBP1	PLAC9
RGS10	FPR3
ENG	CD248
GBP2	PLEKHO2
RNF113A	HCFC1
HCFC1	SF3B3
SNRNP40	SRSF9
NAA50	RPS24
MSH2	CDCA5
LAPTM5	MPEG1
COX5B	NDUFA9
LMNB1	CENPH
KHSRP	PRPF31
NDC80	CCNB1
AQR	RAD21
XRCC3	ILF3
SEPTIN6	SLAMF6
TBXAS1	CD163
TCIRG1	SIPA1
STK3	ASPH
PIMREG	CDK1
ACIN1	UBTF
CD37	ARHGEF6
SEC61A1	MAN1A2
HSD17B10	HSD17B8
CD5	EOMES
SLC11A1	MCEMP1
SAMM50	FAM210A
NCAPH2	RRM2
SMC3	SCAF1
PGF	LOXL2
SH2D2A	TAP1
RRP1B	UTP15
ISLR	TAGLN
UGGT1	SELENOF
FYB1	SLC9A9
LGALS1	ADAM12
MCM10	CENPE
LTBP1	FBLN1
FAP	COL6A2
CD4	GMFG
RPA2	DDX39B
COMP	FNDC1
CYBA	EVI2B
SRSF5	RSRC2
DOCK2	CD72
TBX2	CYGB
DCTN6	DCTN1
ACTN1	FSTL1
LRPPRC	MRPL23
SPRR2G	SBSN
MTG1	MRPS11
NOP58	NOL7
NDUFA10	NDUFA6
CNOT3	CBX3
PRPF19	TCERG1
ELP3	ELP2
TRIP13	CDCA3
ETF1	NAA15
SASH3	GIMAP7
RAC2	SLAMF6
HNRNPK	PRPF40A
WDR18	NXF1
PAK1IP1	PUF60
SMC3	GTF3C5
FGR	STK10
TOP2B	NIPBL
FANCB	RDM1
DNTTIP2	IMP3
RFC5	GINS3
ITGAL	RAB8B
SNRNP70	SF3B5
SRSF3	THOC2
PARP12	PSMB9
RFC1	SF3B2
SNU13	ZC3H13
PLAGL2	POM121
PRUNE1	OTUD7B
ZNF580	ZNF579
PI4KB	RPRD2
RSPH3	CFAP77
TBX21	CD3D
EIF4G1	DNAJC7
TRIR	ZMAT2
QRSL1	TUFM
MARCHF1	CD247
NDC80	SGO1
SEPTIN6	IL2RG
CD40	TSPAN31
FH	COX5A
SRPX2	CPXM2
CDC7	GEN1
ATP13A1	RRBP1
TNC	PCOLCE
CXCL9	WARS1
UQCRB	UQCRH
PDIA5	TBC1D8B
ZFR	GATAD2B
GRPEL1	SLIRP
HSPB6	TPM2
UBA5	UFM1
NAA50	CNBP
RPS20	EIF2A
SLBP	GINS3
SNRPD3	LSM6
LCLAT1	BCAP31
ABI3	SCIMP
CLINT1	SYAP1
OGDH	ETFA
PHLDB1	HDAC7
SRRT	ENY2
PRPF3	EXOSC6
EEF1A1	CCT2
DEF6	ITGAX
CRNKL1	NUP107
CREB3L4	PRDX2
EIF3A	NIP7
HIBADH	ACAD8
NSRP1	EIF5B
CDC20	CHEK1
PTBP1	SYMPK
CLEC4A	LAIR1
PSMD13	PSMB3
STX11	LILRB4
SAP130	DMAP1
BTK	PIK3CG
KNSTRN	MTFR2
FAHD1	TMEM186
CLIP3	EP400
TAPBPL	PSMB10
RPAP3	PIH1D1
CTSK	DACT1
MFAP1	SNRNP200
RAC2	IL2RG
SRSF7	LEO1
C7	HRG
TSR1	DDX47
TAP1	APOL6
SOD3	SORBS2
PACRG	RSPH1
SAMHD1	PSMB10
SCIMP	LRRC25
RPA3	PPIH
UFC1	HDGF
TRIM28	CCDC12
SART1	LSM14A
GINS1	TEDC2
C1RL	BMP1
CWC15	YTHDF2
SF3A1	MED1
RNMT	HCFC1
KIF4A	NASP
MRPS33	MRPL23
TFB1M	MRPL11
PHLDB1	FBLN2
NCBP2	NOL8
MED8	THOC7
PSMB7	TMEM203
ISCA1	UQCRC2
PKM	ANXA2
YIPF3	YIPF6
LEO1	TRRAP
NDUFB2	NDUFB5
IGSF6	ITGB2
OXA1L	AIFM1
SERPINA4	HMCN1
CPSF6	SAFB2
SART3	ACTL6A
ARHGAP25	CCR1
BAZ1B	SNRPB2
TPRG1L	ATP6V0D1
TXN2	COX4I1
SLURP1	LCE3E
APOF	SERPINA3
BMS1	RPL4
RFC5	SYMPK
NFKB2	NFKBIE
PPIL6	CFAP43
SULT2B1	KLK8
TNIP3	ICOS
SSR1	SDF2L1
TPP2	SUGT1
C4BPB	SERPINA3
FPR3	C19orf38
BYSL	RRP8
PDLIM3	THBS2
MRPL3	GADD45GIP1
NCF1	MEI1
MZT2B	FAM174C
C16orf54	HLA-DOA
CAB39L	TSC22D1
PPIE	SREK1
CDH11	GPX8
SNRPG	PRPF40A
HLA-DRA	PLEKHO2
PLS3	CAMSAP2
LUC7L3	NUP155
AURKAIP1	MRPL20
MYH11	DMD
INTS9	MED14
NDUFA5	NDUFS4
STRBP	CPSF2
MCAT	MRPL27
MCM10	WDR76
KRT6B	SERPINB5
HNRNPD	PUF60
RBBP7	API5
ACTL6A	ZNF687
CRAT	MSRB2
NUP205	NOL9
LSP1	CCDC88B
SLC25A3	ATP5F1C
RAD51AP1	CENPE
HCFC1	SUPT5H
COL12A1	OMD
SNRPA	CPSF6
COL3A1	CRTAP
CORO1A	PLCG2
DPT	MFAP5
ARGLU1	SF3B4
CASP2	SMARCAD1
RPL14	RPS28
SKAP1	GIMAP7
PPP5C	PNKP
PPA2	HSD17B8
RBMS3	PRKG1
THOC2	INTS1
ESF1	RUVBL1
MCM2	ZWINT
SDHB	SUCLG2
SNRNP200	GEMIN4
ZC3H14	ATXN2L
BRD4	USP39
BCLAF1	SAP30BP
NDUFAF6	C8orf82
CCAR1	SUGP1
BUB1B	AURKB
ITGA2B	SERPINF2
NUP88	PRKDC
NDE1	IDO1
PFN1	GMFG
ACTL6A	USP39
CARMIL2	BTLA
HSD17B7	LSS
SPI1	MILR1
NASP	UHRF1
RCN3	FBLIM1
GOLGA5	SLC35E1
CD1D	GIMAP1-GIMAP5
WDR12	UTP14A
SMARCC2	SRSF2
HMMR	POC1A
UPF1	EIF3I
NCF4	FCAR
CD3EAP	NOL7
RPL23	RACK1
TCERG1	PRKDC
TFAM	MRPL47
MYBBP1A	RPF2
DNAJC8	SCAF4
OIP5	CDC25C
NCF1	JAML
PRPF19	ACTL6A
CD74	SPI1
RTF1	CCDC12
AKAP8	NCOA5
TP53BP1	SMARCA5
MCM3	FAM111B
NCBP1	ALYREF
STK10	KLHL6
PON1	C6
NCBP2	ANP32B
CENPU	CHAF1B
HLA-E	HLA-B
SF3B4	U2SURP
FAM207A	WDR43
HNRNPL	PRPF38B
INCENP	MELK
NDUFAF7	DNAJA3
RIF1	CDCA8
KIF20A	AURKB
LAS1L	SF3B1
SUPT16H	ILKAP
COL12A1	TUBB6
CDH11	CD248
CD4	EVL
PARP1	EWSR1
CORO1A	SLC9A9
CSK	SPN
FH	DLST
N4BP2L1	ABCA6
NUP50	DNAJC9
PRPF38A	MORF4L1
PLA2G15	CREG1
POLR3B	POLR3C
PSRC1	PTTG1
RRP15	NOC3L
ERLEC1	SELENOF
ZPR1	AASDHPPT
DONSON	ESCO2
ANK1	GP1BB
FCN1	FCGR3B
SART3	PRPF4
COL6A3	CALHM5
CCAR1	CDKN2AIP
PRPF4B	ZNF326
GIMAP4	PPP1R18
MXRA5	BGN
SEC23B	MAN2A1
SMARCC2	NIPBL
RGS10	CCR5
SF3A1	PPP4R2
PRPF19	SART1
POU2F2	SASH3
CPSF3	ANP32B
CDC42	VPS29
UBR5	CDK12
FYB1	LIMD2
WDR3	RPS18
NUP93	NHP2
RPL26	RPL13
HSPA9	PRDX3
SRRM2	KDM2A
PDHB	ATP5MD
MMP9	MMP8
RPL14	RPL39
WAS	KCTD12
ARID1A	CHAMP1
SUPT16H	MSH6
EED	SSRP1
GPR84	HK3
RBM39	DNAJC9
EXD3	PPP1R26
LONP1	NDUFAF8
CS	NFS1
ZNF580	GLI4
WDR70	RAD21
PLA2G15	DNASE2
PSMA5	APEH
FHL5	COL18A1
SFPQ	EWSR1
RNF20	MED8
MRPL53	MRPS6
SLC39A7	DDOST
AQR	ANAPC1
MRPS34	DDX28
SMC3	ALYREF
SLC38A10	GOLGB1
SGO1	FANCB
DNAJA3	AFG3L2
PLEKHO2	PIK3R6
RCN1	FKBP11
MXRA8	VGLL3
FUS	SRP9
AFF4	PPP1R10
MYO1F	HLA-DRA
CPN1	AHSG
RANBP3	ZC3H18
CYBB	HLA-DMB
EIF2S3	RPS2
FLI1	ARHGAP45
VPS18	TBCK
XAF1	GBP5
SRP9	CWC15
UBE2S	CDC25C
MRPS35	TRAP1
IFIT3	NLRC5
HEXIM1	TAF15
BDH1	HIBCH
BAG5	CDC42BPB
SIRT3	FXN
BYSL	NPM1
SHOC2	ANXA11
CCR2	C1QC
PLIN3	KPRP
ARHGEF17	SCARF2
PARP9	IFIT5
SMC3	LSM6
DDX60	IFIT1
SERPINA3	SERPINA1
STARD7	PNPT1
MAD1L1	SNRNP70
HVCN1	SCIMP
TWISTNB	MAK16
COQ9	HADHB
MRPL16	COA3
NCF4	SRGN
AHNAK	PPP1R12C
CUL4B	LTN1
GTF3C5	U2SURP
CDH1	KIAA1522
GNL2	RPL10A
XRCC5	INTS4
MAD2L1	TYMS
ABI3	ZAP70
GATAD2B	SRSF10
KIF22	MYBL2
HARS2	MRPL50
GTPBP4	REXO4
ASPM	NCAPG
PAF1	SMARCC2
TNPO3	EIF4H
KIF20A	MKI67
LRRC25	SLC9A9
TNFAIP6	SPHK1
SMC1A	SMU1
FGL2	FILIP1L
HELLS	GINS2
ITK	PIK3R6
